,VID_ID,UPLOADER,INT_AFT_EST(m),CATEGORY,LENGTH(m),NO_OF_VIEWS,RATINGS(/5),NO_OF_RATS,NO_OF_COMS,REL_VID_ID,POPULARITY
1080,fyS6t6-KrFo,bnprenaissance,934.0,News & Politics,280.0,5384.0,4.12,119.0,225.0,"['fyS6t6-KrFo', 'bnprenaissance', 934.0, 'News & Politics', 280.0, 5384.0, 4.12, 119.0, 225.0, 'EkZnKxVTO64', '5XwJNnP0ZjE', 'YYDO-HMQXBM', 'iGDLfRR6knY', 'Fo1PefYn5h4', 'vBn9tJLDaNA', '0gApE5wwMK8', 'g0pcU99P1zs', 'ByBmtJ6sCXA', '0oe9ipgpa4M', 'ht52Wm_w3cw', 'TeyPe3TNUu4', '9-kb7TR1pxk', 'ihnrsT683jU', '_tsBTSe3yF0', 'CyI349eKhbg', 'cNZaq-YKCnE', 'FDOJaOAmJFQ', 'chKdlcLuOno', 't-1Q9amQp34']",230.7990758101956
3780,2olI7V1L3FE,WinterRose86,870.0,Music,245.0,161607.0,4.68,123.0,45.0,"['2olI7V1L3FE', 'WinterRose86', 870.0, 'Music', 245.0, 161607.0, 4.68, 123.0, 45.0, 'Z_ll9mwrSu0', 'NcdNV1pWdT8', 'Or-PajUn1c4', 'Wck1vFzqkD0', '1F2uD5BjfEw', 'gdYOw_URoHA', 'tqToPvepEO0', 'xfabcI3FygM', 'xhWFMw3tEos', 'eLNqBtUTS9M', 'TZzv7nBYu8Y', 'CfJzyUivMS8', 'EpWcKiNppV8', 'wVwBCJEZAfM', nan, nan, nan, nan, nan, nan]",230.7932211942809
3010,EVORo3iynPM,leemiller2,607.0,Sports,184.0,57325.0,4.16,174.0,136.0,"['EVORo3iynPM', 'leemiller2', 607.0, 'Sports', 184.0, 57325.0, 4.16, 174.0, 136.0, 'QpjhjT2d_Wk', 'vCtcFsULMhU', 'fCJjhWf14fY', '_wirFSGHL7Q', 'inJ2k4mpVCo', 'Ugrlzm7fySE', 'WOKzUWguWik', 'xleRNyYl18M', 'F0htyAbdd6Q', 'pDJYZZ0thqI', 'yfujWVF_r4c', 'iv60QeOpqNY', 'nh8igqbE0sc', '8HDDsGZOYFI', 'ZWGdWUKHrpU', '6m_G0tq2MHg', 'VeOi2vvQhMk', 'fDf-CpQBeP8', '10Y0hFqt85w', 'gr2hiPOKNfc']",230.46377625026037
3048,NVJ8ZeSinMg,hikaruuu08,709.0,Film & Animation,231.0,49856.0,4.86,253.0,160.0,"['NVJ8ZeSinMg', 'hikaruuu08', 709.0, 'Film & Animation', 231.0, 49856.0, 4.86, 253.0, 160.0, 'X16sqTDbofs', '85qyXQaYtb0', 'c_1XI19oHog', 'lY5W33T62AQ', 'KXAntMGYcAU', 'JCQEgvoYa5I', 'ydXohlC36CQ', 'sAYDT0E-YYc', 'Q9Nxgmm3SB4', 'kZQ8OS9_0v4', '2w05Koayb8A', 'Hxfzk_pwQkI', 'F4-XcF48JxI', 'RNpfXEGfSmA', 'KYYd5i0Ebn0', 'dJiM4ja5YZg', 'wJPFjLz7NCw', 'C3L-NdYK5vk', 'I7N-H3akGf8', 'OEi8YNkbm4I']",230.33796830139875
1852,hCJv1iLF8HA,CocoaAndMe,911.0,People & Blogs,511.0,26520.0,4.41,82.0,201.0,"['hCJv1iLF8HA', 'CocoaAndMe', 911.0, 'People & Blogs', 511.0, 26520.0, 4.41, 82.0, 201.0, 'YNQagL7HKYo', 'wHsxDUIOlpo', 'eoPNO2Yd30E', 'KcKW5RYn4Qc', 'ihAzV_1Db1E', 'Mu61YBai_mM', 'LYaJW7malAA', '63bWYFGBTuE', 'b5P_1tx5-jY', 'SI3lPLsbwjw', 'fF1zqOzyRgg', 'inCu12TbrNA', 'R_3gCkV3xmE', 'bz-qVmTnlCg', 'EXzfJKkC1bk', 'Mb4uUK64TCc', 'rkNfn-xZG80', 'h-lNPOd_LQ0', 'NbYl2SHdAq8', 'h3nWGKQPWbo']",230.16464766672914
298,DBaaMNnewnE,hknetmart2,844.0,Entertainment,134.0,59913.0,4.59,70.0,158.0,"['DBaaMNnewnE', 'hknetmart2', 844.0, 'Entertainment', 134.0, 59913.0, 4.59, 70.0, 158.0, 'n6nBHKz30UQ', '3WJDkALpZuk', 'LScKdk6aWEs', 'rqwMi3PmQG0', 'E7hPp4k49Ns', 'fJ5SqzxD4OA', 'rDYUxN_E0xA', 'aW5_RR0Dzt4', '56SI_3zGlDI', '_rMbS-ieWOQ', '4Xjyw67werA', '1iTxD5pHR1g', 'CwKwkGqzrU8', 'T5SkbxnMXiE', nan, nan, nan, nan, nan, nan]",229.05253825321597
2844,20cvFgCFkEs,HakuSak,626.0,Film & Animation,298.0,52141.0,4.89,177.0,145.0,"['20cvFgCFkEs', 'HakuSak', 626.0, 'Film & Animation', 298.0, 52141.0, 4.89, 177.0, 145.0, 'VNTNoUB2nQY', 'rNgCodVKngI', 'U5ac8PauPzU', '7QSv3sKwGNk', 'dXIr646yKqs', 'baCdmxpzIMg', 'oNyk5Yynwbg', 'TVAK9Q_kCUI', 'VpLOxngyqoA', 'nsAbBZhvRck', 'GCKXDGn2SO4', 'M2pT6k52y_I', 'BLoVB9BP9pQ', 'k8XA8F7HrQA', 'ekFC-O7h7qQ', 'iolS_e1MUeQ', 'EffHmvbSjQc', 'kSxzdLAq_zU', '1FqQdXiZcr8', 'P2MQglKbgD0']",228.31995938701465
2181,UcHz6Jv4l-g,wwfaustralia,1031.0,Nonprofits & Activism,184.0,80967.0,4.6,193.0,149.0,"['UcHz6Jv4l-g', 'wwfaustralia', 1031.0, 'Nonprofits & Activism', 184.0, 80967.0, 4.6, 193.0, 149.0, 'mxu3MluKl8A', 'HE3WPIKYkuc', 'C9GRh_9sQBw', '#NAME?', 'mS7eBwEHQS0', 'priUvsQKSjQ', 'NnYrtsDA6Qk', 'bh43FNFI8TY', 'PQF6cBqSBS8', 'IesIgJ8mT_w', 'z9xwO5NCXaA', 'GZ_mP-I0ayw', 'o-VdEgd-lPs', '6GKb5a673b8', nan, nan, nan, nan, nan, nan]",227.5563269224004
2443,IxG6WIHJ8P4,hans23334,1082.0,Music,185.0,116566.0,4.75,137.0,119.0,"['IxG6WIHJ8P4', 'hans23334', 1082.0, 'Music', 185.0, 116566.0, 4.75, 137.0, 119.0, 'Kfz8AzMT9ag', '8zjSg7A6XBg', 'xvQmuigsjQM', '3lUVaVMorjw', 'RYXC0-0YJ-0', 'IJKssP8bT7A', '230z1MVv9kw', 'DUDbunuAwJk', 'vDbaAiuN554', '73LelBO_a50', 'ifxN9n6nT58', 'VTaU53lPPpM', 'gpSaJ7FF8oo', 'qfh4BATEcdI', nan, nan, nan, nan, nan, nan]",226.7666493517007
2537,A3_n0B1EaOY,Plinio911,908.0,People & Blogs,219.0,50892.0,3.97,127.0,167.0,"['A3_n0B1EaOY', 'Plinio911', 908.0, 'People & Blogs', 219.0, 50892.0, 3.97, 127.0, 167.0, 'eBGIQ7ZuuiU', 'yBOPCOkZUVM', 'oHg5SJYRHA0', 'aD4bn5pp32w', 'b1WWpKEPdT4', 'roIzM_GZMks', 'Ho7IZ-3QCMs', 'kUm5VVrncDs', 'PIMrL4qXtJ0', 'mGFEUgXq28s', 'NIyWxCTWQoM', 'LOBp9ReZKUg', 'f2b1D5w82yU', 'yxnWl63Avo4', nan, nan, nan, nan, nan, nan]",223.07971799229944
927,o4x0O8kVLN0,863505,981.0,Music,425.0,38187.0,4.8,120.0,184.0,"['o4x0O8kVLN0', '863505', 981.0, 'Music', 425.0, 38187.0, 4.8, 120.0, 184.0, 'WWfru9u2j-c', 'e3La-qvOiSw', '#NAME?', 'zrzvyXWEhzI', 'taA5ZUYz-Gg', 'm3-xbPsb1gM', 'qh3x9nuDygE', '7j2DHUw8SZg', 'ybMTaTj7P1Y', 'ueEExazIcEQ', 'zCtK9XQUETQ', '9h6NsFuTysA', 'iFIZYBYnDNA', 'CMGZb75NVRM', 'nP5ftdiiX_o', 'wo46Avis2E8', 'T5B7FVNMzaU', 's3UUf7SqPuY', '30xu5k77Da8', '9bF4WAn-oMY']",222.96660550458716
3268,RRQaW1UQj9Q,TabathaS,558.0,News & Politics,433.0,54060.0,4.87,150.0,125.0,"['RRQaW1UQj9Q', 'TabathaS', 558.0, 'News & Politics', 433.0, 54060.0, 4.87, 150.0, 125.0, 'E4Hcd60VoRM', 'cv1T_EJsVXc', 'f8muMo0fw_M', 'JS2Erv2Xqp4', 'iGopjZTsw9c', 'lCaQASsG4oY', '4ZK--p9e33Q', 'ciQbQazk-Wo', 'Dq1vJSSEC1k', 'aX1zPCUyGS8', '10STpZ4NySA', 'kbQPsqPKNYs', '6sSS8jIg_ec', 'AtyJbIOZjS8', 'HJuOrb2hFt8', '8Q_sSYiB1IY', 'mzxOl0dsuR0', 'QPPgHlh1PVI', 'MGQX1o59usA', '2WjOn5TNjBM']",221.91418709677419
860,Trvd2XOIeXY,oskay,581.0,Howto & Style,42.0,108863.0,4.73,44.0,34.0,"['Trvd2XOIeXY', 'oskay', 581.0, 'Howto & Style', 42.0, 108863.0, 4.73, 44.0, 34.0, 'zOdboRYf1hM', 'gPYRdqv6KZA', 'ulP1UB5PIN0', 'rUSTXUis_ys', '#NAME?', 'IkmpIXd9Q90', 'N64H1g6apQo', 'bgFXbjdWKlw', 'OS-ihkq8mKI', 'ciageLSYXUE', 'utAGibfY-V4', 'Tr72CHwpdH4', 'X8RJm7fWZOQ', 'oga_4uoCvnA', '2pSZb_r1Ts0', 'w2f6RD1hT6Q', 'RtB-iAF4GS0', 'Xnxf1WeXxgk', 'BYquAMu6e2I', '_L3zzVBn774']",221.47927280550772
2493,ffK-rPAzKTg,mabusua,1043.0,Science & Technology,279.0,168205.0,3.88,43.0,60.0,"['ffK-rPAzKTg', 'mabusua', 1043.0, 'Science & Technology', 279.0, 168205.0, 3.88, 43.0, 60.0, 'NeYujJbZpoc', '7T6n-GlN044', 'O-_ZVvLhPRk', 'dSskd_QaZ-s', '57YAx3x1ak8', 'fcu9s2GTfMQ', 'BZ-Fo6Qe4Qo', '9S7051yiLdY', 'hRl-R61Fruw', 'B_283G1vuKk', 'X76ZIGQgBWg', 'Go0EIfzeyXs', 'jukLvOumRNU', '-r4CifYj_-c', nan, nan, nan, nan, nan, nan]",221.3606064795202
2540,vXSwSta21D0,WaroftheGalaxies,850.0,Entertainment,234.0,92900.0,3.07,120.0,110.0,"['vXSwSta21D0', 'WaroftheGalaxies', 850.0, 'Entertainment', 234.0, 92900.0, 3.07, 120.0, 110.0, '9-4IFUak_U0', 'jvIKbEMdtXI', 'n-EGIi7mEqc', 'BcBheRAa2zw', 'WiANyjJITz8', 'd05lJWA8TjI', 'QCq-sgihxfg', 'eIda0g8baKs', '5uEn3xZMX2g', '7UqmILMR8iE', 'X8A1SfElG6k', 'DTNWQDx-vCs', 'qRnF9jntm1w', 'AnXeqP_cs8g', 'xASIXfD4ME8', 'Hof8mKMTHk8', '4qVquwJq5M8', '70pyoqX0U9Y', 'MEdGkIuBM78', 'co8hheVlIC0']",219.31970098039216
3638,Sdh_WkOPG4A,isearchforfullmoons,517.0,Film & Animation,353.0,62131.0,4.87,253.0,99.0,"['Sdh_WkOPG4A', 'isearchforfullmoons', 517.0, 'Film & Animation', 353.0, 62131.0, 4.87, 253.0, 99.0, 'ea1YXNBpZV8', 'USXu0GGFpVU', '0yJ4qSiy4bk', 'dIV8DlxAt6k', 'GxLSXL4_u-g', 'v5DvdlzLeg4', '5lZaNDNo02s', 'lBaSAkDjw8A', 'JngWnII7RV4', 'UA8G2kgcXDI', '4hYubrxvVOE', '57ojF-Ckrcw', 'Ky1roFIJ6UE', 'eLyUHurqOBA', 'q3Oae8hm5AQ', 'yvBIWZkyTTI', 'ccOb_1nfcJI', 'S2gYL4gbGCs', 'cxeAmHTc7pY', 'f3V-pTsZ8Ho']",219.19526448574553
294,Du36up8CB04,hellokittyfanchelly,614.0,Entertainment,60.0,86084.0,4.66,107.0,78.0,"['Du36up8CB04', 'hellokittyfanchelly', 614.0, 'Entertainment', 60.0, 86084.0, 4.66, 107.0, 78.0, 'h5N-Pk-5ekc', 'L4DICgyB6JE', 'aIr1_n1bRAY', 'JFBHPbEtfqA', '7nIiTqcYMyg', '0IH1g2472-U', 'ffsZC9igUIs', 'YluDS-6LoB4', 'Zk0C3EfiIMw', 'au7qBuPwxmQ', 'poKV8HiZXNA', 'LhcTuuAQeig', 'sXPi6Fjmhi0', 'SiXiSj4AMOw', 'lfQ5I2FEFZo', 'n6nBHKz30UQ', 'iVg49RRNvvk', 'S00MI_yPXXY', 'COqe5IYouD0', 'hmXij64n_Lc']",218.2455057992633
500,ozWs6dXC_tM,TristinaLue,869.0,Music,213.0,30519.0,4.47,247.0,183.0,"['ozWs6dXC_tM', 'TristinaLue', 869.0, 'Music', 213.0, 30519.0, 4.47, 247.0, 183.0, 'l26-BiP5SlA', 'UIALz_EQbE0', 'THt7-8M-e4c', 'pa8P-kBV9KA', 'CMkWlGWOH2c', 'Hy9h6BpLjlo', 'AgX4IYZVOfA', 'LSoHxjq45So', 'VPffDUVLOlE', 'qUFkaffzVxY', '_ha3J2SvSzg', 'CmYHayo37V0', 'DWz48g9gyOo', 'GDNe9r5R8QE', 'DMNKuW7ezLQ', '8g6eBH5ih90', 'TAtT_psurKU', 'uWsS_mEBmP0', 'ojLi4WBa5P0', 'iXKAYWdIllI']",218.13777495655577
3009,pDJYZZ0thqI,freakyfletcher,562.0,Sports,58.0,96711.0,4.82,109.0,46.0,"['pDJYZZ0thqI', 'freakyfletcher', 562.0, 'Sports', 58.0, 96711.0, 4.82, 109.0, 46.0, 'WOKzUWguWik', '_wirFSGHL7Q', 'xleRNyYl18M', 'rvVYowQZduk', 'QpjhjT2d_Wk', 'F0htyAbdd6Q', 'fCJjhWf14fY', 'qL8T2IQHy8M', 'iv60QeOpqNY', 's2Fd1RAxHAE', 'yfujWVF_r4c', 'Ugrlzm7fySE', 'inJ2k4mpVCo', 'VeOi2vvQhMk', 'EVORo3iynPM', 'qYs3F9wyitc', 'TWeFHOZ2C40', 'kb3OK8BWe8o', 'ZWGdWUKHrpU', '6m_G0tq2MHg']",218.12785007672466
1057,kRc-LpdD_Pk,niardan,1125.0,People & Blogs,22.0,15258.0,2.28,184.0,204.0,"['kRc-LpdD_Pk', 'niardan', 1125.0, 'People & Blogs', 22.0, 15258.0, 2.28, 184.0, 204.0, 'zbr1EiIC2Ro', 'eZqaY_9ILj8', '1atnDmQhAjU', '0wWjZO56fqs', '6QVf5lfiKa8', 'LTNA2KiN1Us', 'TdLnmjRuwU0', 'AYAW8hD-kAE', 'jxfmn92ytfI', 'wLn1-mdmwXs', 'oSULsB-4lzY', 'q4N-_Moli4s', 'Rp198k984Yw', '9UeFX3_3qQw', 'DpHRHHaaz_s', 'UmY69ReWtbE', 'eyV83NLpllE', 'uMnekeLTUrw', 'sY3TNyxCAPg', 'W1czBcnX1Ww']",217.5750579710145
3705,7Yz_Oi_6w0Q,timpkmn89,418.0,Entertainment,194.0,62043.0,4.91,134.0,69.0,"['7Yz_Oi_6w0Q', 'timpkmn89', 418.0, 'Entertainment', 194.0, 62043.0, 4.91, 134.0, 69.0, 'Hhhs5UpGrRE', 'ggAZBX7QxWw', 'YquxNj4sq_g', 'AQ3QAlwTJoU', 'hmEr5n3mSfk', 'Z5lcVMQEqIE', 'MhUFCgHJ6r4', '25yhygUkecE', 'H9uCXh-teXM', 'y9fUFF0YwPo', 'pkgGOFXuYPw', 'CzzUz5APe2Y', 'Kir41ypwK94', 'pt7aeNCqn5g', 'cbua0yzYais', 'sQZuidKexBQ', 'qZJWii5qlsA', 'yJoIbPkRvig', '4eV-W_8Sk_w', 'qtUiQJc7ZMI']",217.46487145611655
2349,qrlyWD6q8zc,runawaybox,1129.0,Entertainment,40.0,66480.0,4.34,312.0,158.0,"['qrlyWD6q8zc', 'runawaybox', 1129.0, 'Entertainment', 40.0, 66480.0, 4.34, 312.0, 158.0, 'Vc8tPTVBRSc', 'ZolHdsMmdyc', 'SiHPEPrC1gQ', 'GiwV9rPy-E8', 'yegEqz1U3kA', 'efnn0hwMc6k', 'uO5Kv-cpXq4', 'ngRq82c8Baw', 'mTkp9UqVVHs', 'q6y_tDfu61s', '8MWD6Bn_0H4', '6seMSc9em-M', 'gpzVtmiDpv8', 'vxi2vaiMDzY', 'OVyydUKNmgc', 'SGPIsJUmsCw', 'jVOJ1OmXnJg', 'SG8WMwda968', '0Zbo5_bqE3c', '2PFJCmDMaKo']",216.89787836978493
2333,rDikHLHihj8,VancouverFilmSchool,1122.0,Film & Animation,139.0,54356.0,4.58,375.0,168.0,"['rDikHLHihj8', 'VancouverFilmSchool', 1122.0, 'Film & Animation', 139.0, 54356.0, 4.58, 375.0, 168.0, 'ONqgaVU_XPk', 'lYsZRnNdBns', 'TA9BSkQgrGs', 'uN6-wo-yC0A', 'SUY_q7T-IrE', 'STrX0yRl9Is', 'sq7XbKd321I', 'f1lkEgKzix4', 'xaLtb5cB0Pg', 'z8B4WB4j8uk', 'I2ksOtvLg_Y', 'xIhPdbLD26o', 'iap2qfP1XGE', 'Bj4owyUqoIg', 'fsVui1q_vdY', '0qIK1PVWG60', '011Xn0vjVHI', 'SXAR_TcOEqA', 'tdbr9wGeeRA', '9z3OZt4DWT0']",216.4578461319073
2449,qfh4BATEcdI,MPropa,1088.0,Music,227.0,138358.0,3.91,93.0,89.0,"['qfh4BATEcdI', 'MPropa', 1088.0, 'Music', 227.0, 138358.0, 3.91, 93.0, 89.0, 'ColTSe6-SHs', '5FRbsnay5v4', 'ZO5G5QFteZI', 'HPrRE3_vljE', 'TeOwzORHb1c', 'uTamjSo_m14', 'HZ2ej6ZDAoA', 'tfutlVB4ZJQ', 'gaL_AhV6bcI', 'IxG6WIHJ8P4', 'RYXC0-0YJ-0', 'jTbZkaoZC34', 'Jo1KCAPCQZc', 'Lo9jnxZXY2c', nan, nan, nan, nan, nan, nan]",216.2093224225174
1155,KGBE0c2OJKI,ZackScott,1120.0,Entertainment,503.0,38797.0,3.98,208.0,181.0,"['KGBE0c2OJKI', 'ZackScott', 1120.0, 'Entertainment', 503.0, 38797.0, 3.98, 208.0, 181.0, 'M3r2XDceM6A', 'o0peFCNLNHg', 'x8dvgw-lHrU', 'oshRO6QWwtk', 'ZbGFvljO_VM', 'VBsOW3q_ABY', '#NAME?', '3DsaXfNgQZ4', 'LpD5ueb3gE0', 'MCCdZmHk5Fk', 'ml2Ae2SIXac', 'ThZI-p8SKe0', 'W6J5m4msflE', '#NAME?', 'G6GoiaHQHYc', 'iia6S5nqtbY', 'y9ClsOQdlUE', '8ygPJx7PuKk', 'PTH2TilmmAk', 'ZV2DbhgnVe4']",215.6593131868132
3045,6cIlHKZcLGQ,KingOfTofu,899.0,Comedy,79.0,144115.0,4.69,59.0,53.0,"['6cIlHKZcLGQ', 'KingOfTofu', 899.0, 'Comedy', 79.0, 144115.0, 4.69, 59.0, 53.0, 'S9tf51ORELA', 'zLhUuKS3viE', 'kM3v6qX5qes', '7nATeHJKCy8', 'Nx6ed1uXyUk', 'St_w0dsbefk', 'dPaW14-gCnY', '7SlbNJSl6M4', 'PcBXtkFM0j8', 'Y0yJDIy0zbU', 'LPYoUyhpiEQ', 'DJSbQnDVr6c', 'qFaLhdoEq3o', 'M8cQzAw1r3g', 'HrOjy905zY0', 'TkIoGecYbiM', 'slLRxH9BIcs', 'tNSTOJq9QKU', 'fKA7iik5iLg', '8aqxm2qa430']",213.3853869648008
316,H3v3vWNp-YU,Insightful,883.0,Music,259.0,104173.0,4.86,202.0,95.0,"['H3v3vWNp-YU', 'Insightful', 883.0, 'Music', 259.0, 104173.0, 4.86, 202.0, 95.0, 'fLoV3szTOhM', 'DSssKolk2Hw', 'vuk8j_uFNGo', 'Pi0XyEbWUoU', 'Op0kr3MU0Jo', 'Egso6N5_N-8', 'rmwIT78Rq2A', 'mN-iLy-IoSQ', '4DwuYYTGhDI', 'NF0ptO6mUeY', 'eRaieyN77UI', 'Uwc6Bj8ii5U', 'p-qrLwTdxNg', 'kPa4QZAji2M', nan, nan, nan, nan, nan, nan]",213.0002768464842
104,GJZL0XVUnRE,mrpregnant,1102.0,Comedy,186.0,12615.0,4.39,257.0,200.0,"['GJZL0XVUnRE', 'mrpregnant', 1102.0, 'Comedy', 186.0, 12615.0, 4.39, 257.0, 200.0, 'vK4zrqp1yS8', 'J5z4Vs26-TI', '6g0XGKuC-ek', 'bzVy77JZX9U', 'mgZcf58Z9hQ', '52zSRV_Kgfw', 'i3x4C1fJcUk', 'T8kFNHKaaMQ', 'uSmwJ6OgWko', 'pqhlG9qYsR8', '7TXjtbl2y3U', 'HH5fwX2nB94', '3Kf1tMO8HRg', 'kk0PF_rBP2c', 'miBQIjfIiLw', 'KQXebXAgmGo', 'g9a_5ASwWR0', 'n7FfZDsP8mA', 'im7IorDZ9uY', 'eTeiK28ilRk']",211.4644501331149
2163,-2kiDt7BwvQ,Doki66,1093.0,Film & Animation,78.0,46965.0,4.77,223.0,168.0,"['-2kiDt7BwvQ', 'Doki66', 1093.0, 'Film & Animation', 78.0, 46965.0, 4.77, 223.0, 168.0, 'zRtJfRyB9Dc', 'YhVhcNTT5GQ', 'dxLsqHuxP5s', 'YtXFudBlCCc', '#NAME?', 'I-rWZ88AnVQ', 'D7EFbvwKpV8', '8S3ZP6OT0Yo', 'Q2yRdRG38ks', 'Lt94D0mymL8', 'kb15dMOnXNs', 'eocBZPHAhfM', '8Q3zKrOsGfA', 'wiwmYjk9ARA', nan, nan, nan, nan, nan, nan]",210.9902830896984
1678,YQI-wJG1K0M,TheFaderTeam,1091.0,Music,154.0,63245.0,4.61,71.0,152.0,"['YQI-wJG1K0M', 'TheFaderTeam', 1091.0, 'Music', 154.0, 63245.0, 4.61, 71.0, 152.0, '9snq-zcdCtI', 'i0nbo1JHo2Q', 'wF3fHhlj624', 'SnQrx0HuDik', 'v4tZhXQNVAE', 'm189c8GK8is', 'JGefpuoaMJQ', '1wMo5xaoklQ', 'RUcq7mGZ6Og', 'fV6VZWT8ZbQ', '4ZAzzUdgAIE', 'nmpHPM1Ml94', 'rrHR88nZi4o', 'PX7tFO58p3w', 'SugRXW_kqmM', 'xkfH4gF35aA', 'H3pBOOdC7v0', 'HgJPmypn3mE', '9La1FNriS5o', 'ooHutJ7EKfA']",210.03468209808807
193,wF8rPPpmAQc,mileyroxmyworld4ever,879.0,Music,300.0,72416.0,4.7,182.0,127.0,"['wF8rPPpmAQc', 'mileyroxmyworld4ever', 879.0, 'Music', 300.0, 72416.0, 4.7, 182.0, 127.0, 'h2fRitzFKA0', 'RaXCv9E1tVI', '0XMLhS2mwB0', 'zzCUvBWsgCk', 'wnGCdn3SkZQ', '21rHa7sJe28', 'M6pcpb2TwZs', 'LGktyTh1ffY', 'r6YF7d-wugM', 'mewU5J38nDg', 'L7NKPsiPS2A', '4f7IP4pZ_GI', 'ThaRMIfW-EA', 'GA9vAJ1z4BU', nan, nan, nan, nan, nan, nan]",209.41035204840665
2115,0RMVDzOE6WI,Blarfterboy,835.0,Entertainment,466.0,42257.0,3.75,68.0,158.0,"['0RMVDzOE6WI', 'Blarfterboy', 835.0, 'Entertainment', 466.0, 42257.0, 3.75, 68.0, 158.0, 'GeGNPSw2mpE', 'KX0F4CSfbg0', 'hYec6hmfOs4', 'E6bG_WuA8MI', 'U4tGK-kfTRc', 'NpKS8JlrfdI', 'EOzWVnkn24U', 'PkMozEWpVfE', '5EFZsX4_HHQ', 'beLXIaxAKhw', 'AHqPsc42nqw', 'JBkseXm70F8', 'XV5gf1Pzvac', 'EN7KfJ7ZKXc', 'cEWP3T3VF2g', 'cbR8Y1T3RgI', 'Jdhp1hB_He4', 'FHcJtI66PAw', 'kn2bA7a2eE4', '_oDpK76W4II']",208.66233268756605
2755,#NAME?,coolsmurf,467.0,Entertainment,352.0,47389.0,4.91,225.0,106.0,"['#NAME?', 'coolsmurf', 467.0, 'Entertainment', 352.0, 47389.0, 4.91, 225.0, 106.0, 'ALCH1l2_n1c', 'dAHq7Uuorm8', 'af51vKg76qI', 'exa8GVUGwv0', 'Cfcz4UiXyeI', 'DTPOMM9b49Y', 'nbtbXLbC2-8', 'bcMAaJthkE0', 'xvFGqsWm50I', 'OYKpI5RvgA0', 'QBs2qnRlXAA', 'ImA7KPy837Q', '17MLAdqbD0w', '9n_k4GKCUdU', nan, nan, nan, nan, nan, nan]",207.49719695455627
3112,8vjLllFRnoQ,cpozzer,954.0,People & Blogs,209.0,124835.0,4.38,104.0,76.0,"['8vjLllFRnoQ', 'cpozzer', 954.0, 'People & Blogs', 209.0, 124835.0, 4.38, 104.0, 76.0, 'EvIPK2qzgxg', 'kWDFahWc-KI', 'L0L8GWPeOF8', 'dbgL_XFsdMA', 'JnuiqJh-xbo', 'WtzTpTta1Ko', 'rzdMf0s8ILM', 'xdl5EijiDBc', 'BrGjyCQ91UQ', '4wOwDCcrUos', 'h522_QwnkbM', 'Tb0Vje7-Sms', 'MJqXR0VkI3A', '18vc1PotoDw', nan, nan, nan, nan, nan, nan]",206.89641307853572
3230,3kBFmSnY0kw,Animeruler101KS,872.0,Entertainment,236.0,22381.0,4.86,250.0,181.0,"['3kBFmSnY0kw', 'Animeruler101KS', 872.0, 'Entertainment', 236.0, 22381.0, 4.86, 250.0, 181.0, 'ZTDflf5XYPY', '6rd79ky7IH4', 'Wv0RRzq2irE', 'YVJ-mBs7cko', 'pc_EmDoxPwY', '66oZ0VPSbFM', 'OGMUGlgMDjw', 'HjOFFCVyDec', 'GbXk8W-Q8xg', 'APzLdUJkI9Y', 'sScB-but44k', 'tmIcL8671UM', 'JGsveEpq0jQ', 'UEuO2BSdTzc', 'QrRqRYDVWeA', 'ygv2uKjRry0', 'zxNUWw533pU', 'riGcjPF8LMI', '4VYzTBlrBh0', 'WVtUe03N6vI']",206.68572440366972
979,73Pbs8hKCEc,TheOnion,1107.0,Science & Technology,115.0,43212.0,4.8,368.0,167.0,"['73Pbs8hKCEc', 'TheOnion', 1107.0, 'Science & Technology', 115.0, 43212.0, 4.8, 368.0, 167.0, 'aotlEpmAFVQ', 'cQ7J7UjsRqg', 'Mvz_xzaMvCQ', 'LBrDzZCOQtI', 'wOl9b80CR-E', 'OHVvVmUNBFc', 'hmmAdbDF1xA', 'qjKE1axJ0TU', 'n5pkDB7zEeo', 'vxj1RDbp_iE', 'qXD9HnrNrvk', 'viVAAy_qkx0', '3q_iqrvnC_4', '8wHMaJ6AtNs', '5StHRrfUKgk', 'O9RzYGttPsw', 'I2OObOM3R_U', 'dn5f0-y71tE', 'D_5nLxZVoPo', 'iT2hfG3WbT8']",206.0482738305644
2678,R3UcFQPq80E,polloloco3,442.0,Film & Animation,274.0,47966.0,4.84,148.0,94.0,"['R3UcFQPq80E', 'polloloco3', 442.0, 'Film & Animation', 274.0, 47966.0, 4.84, 148.0, 94.0, 'QcHbOmJq8Ko', 'rAZF6RtLuWE', 'kblW6v821MM', 'w0Z15gGk8EU', 'SS63-mvmvzA', 'bs5Lf7AyrhM', '0gIvyePxwJM', 'tihoGDr3HRs', 'Fpgbxf7y6dQ', 'k7M4wDW1q6A', 'KYPy2DKM_QY', 'cCipf8SPQB8', 'AUpBlBFoQf4', 'iPrnduGtgmc', '9ffnRoEph2A', 'cZwFipwIuCo', 'yhlqf_pQ6dQ', 'YCj-RyKCmHQ', 'zyilSPsYdW8', 'mnAiC6RxqoE']",202.5530646936529
